Page,Order,Town_or_City,DHCD_ID,Project_Name,Address,Type,Total_SHI_Units,Affordability_Expires,Built_with_Comp_Permit,Subsidizing_Agency
32,10,Athol,8416,Athol HOR Program,Silver Lake St,Ownership,1,2017,NO,DHCD
32,11,Athol,8417,Athol HOR Program,Yale Ave,Ownership,1,2017,NO,DHCD
32,12,Athol,8418,Athol HOR Program,Adams Dr,Ownership,1,2017,NO,DHCD
32,13,Athol,8419,Athol HOR Program,Partridgeville Rd,Ownership,1,2017,NO,DHCD
32,14,Athol,8420,Athol HOR Program,Glen Dale Ave,Ownership,1,2018,NO,DHCD
33,1,Athol,8421,Athol HOR Program,Main St,Ownership,1,2018,NO,DHCD
33,2,Athol,8422,Athol HOR Program,King Rd,Ownership,1,2018,NO,DHCD
33,3,Athol,8423,Athol HOR Program,S Main St,Ownership,1,2019,NO,DHCD
33,4,Athol,8424,Athol HOR Program,Orange St,Ownership,1,2019,NO,DHCD
33,5,Athol,8425,Athol HOR Program,Prospect St,Ownership,1,2019,NO,DHCD
33,6,Athol,8426,Athol HOR Program,Harvard St,Ownership,1,2019,NO,DHCD
33,7,Athol,8427,Athol HOR Program,Main St,Ownership,1,2019,NO,DHCD
33,8,Athol,8428,Athol HOR Program,Yale Ave,Ownership,1,2019,NO,DHCD
33,9,Athol,8429,Athol HOR Program,Patrick Ave,Ownership,1,2020,NO,DHCD
33,10,Athol,8430,Athol HOR Program,Orange St,Ownership,1,2020,NO,DHCD
33,11,Athol,8431,Athol HOR Program,Euclid St,Ownership,1,2020,NO,DHCD
33,12,Athol,8432,Athol HOR Program,Dorset Rd,Ownership,1,2020,NO,DHCD
33,13,Athol,8433,Athol HOR Program,Marble St,Ownership,1,2020,NO,DHCD
33,14,Athol,8434,Athol HOR Program,Adams St,Ownership,1,2020,NO,DHCD
34,1,Athol,8435,Athol HOR Program,Church St,Ownership,1,2020,NO,DHCD
34,2,Athol,8436,Athol HOR Program,Cooke Place,Ownership,1,2020,NO,DHCD
34,3,Athol,8437,Athol HOR Program,Walingford Ave,Ownership,2,2020,NO,DHCD
34,4,Athol,8438,Athol HOR Program,Arthur Ave,Ownership,1,2020,NO,DHCD
34,5,Athol,8439,Athol HOR Program,Chestnut St,Ownership,1,2020,NO,DHCD
34,6,Athol,8440,Athol HOR Program,Starrett Ave,Ownership,1,2020,NO,DHCD
34,7,Athol,8441,Athol HOR Program,Goodard St,Ownership,1,2021,NO,DHCD
34,8,Athol,8442,Athol HOR Program,Chestnut St,Ownership,1,2021,NO,DHCD
34,9,Athol,8443,Athol HOR Program,Pleasant St,Ownership,2,2021,NO,DHCD
34,10,Athol,8444,Athol HOR Program,Estabrook St,Ownership,1,2021,NO,DHCD
34,11,Athol,8445,Athol HOR Program,School St,Ownership,2,2021,NO,DHCD
34,12,Athol,8446,"Athol HOR Program, Athol HOR Program",Riceville Rd,Ownership,1,2021,NO,DHCD
34,13,Athol,8447,Athol HOR Program,South St,Ownership,1,2021,NO,DHCD
34,14,Athol,8448,Athol HOR Program,Burma Rd,Ownership,1,2021,NO,DHCD
35,1,Athol,8449,Athol HOR Program,Hamlet St,Ownership,1,2021,NO,DHCD
35,2,Athol,10015,School Street Residences,492 & 542 School St,Rental,50,2059,NO,"HUD, DHCD"
36,1,Attleboro,137,Hillcrest Oaks,37 Carlon St.,Rental,91,Perp,No,DHCD
36,2,Attleboro,138,Brookside,41 North Ave,Rental,75,Perp,No,DHCD
36,3,Attleboro,139,Maple Terrace,Maple Terrace,Rental,72,Perp,No,DHCD
36,4,Attleboro,140,Oakhurst,"Thatcher St., South Ave.",Rental,71,Perp,No,DHCD
36,5,Attleboro,141,Oakhurst,"Snell St., South Ave.",Rental,42,Perp,No,DHCD
36,6,Attleboro,142,River Court,4 Hodges St.,Rental,59,Perp,No,DHCD
36,7,Attleboro,143,n/a,17 Peck St.,Rental,10,Perp,No,DHCD
36,8,Attleboro,144,Chapter 689-2,91 George Street,Rental,8,Perp,No,DHCD
36,9,Attleboro,145,n/a,20 Star Lane,Rental,4,Perp,No,DHCD
36,10,Attleboro,146,n/a,9-11 Ellis St; 67-69 Garden St,Rental,4,Perp,No,DHCD
36,11,Attleboro,147,Holman Street,Holman St.,Rental,2,Perp,No,DHCD
36,12,Attleboro,148,Martin St. Apartments,Martin St.,Rental,15,Perp,No,DHCD
36,13,Attleboro,149,Christopher Heights of Attleboro,45 South Main St,Rental,81,2050,No,DHCD
36,14,Attleboro,151,Gardner Terrace I and II,Gardner Terrace,Rental,144,2035*,Yes,MassHousing
37,1,Attleboro,153,Hebronville,967 & 965 Reed St.,Rental,83,2020,Yes,"DHCD, DHCD"
37,2,Attleboro,154,Hillcrest Village,1101 Hillside Ave,Rental,100,2017,No,MassHousing
37,3,Attleboro,155,Hope Gardens,26 George St / 847 Park St.,Rental,160,2031*,No,MassHousing
37,4,Attleboro,4199,DDS Group Homes,Confidential,Rental,106,N/A,No,DDS
37,5,Attleboro,4541,DMH Group Homes,Confidential,Rental,23,N/A,No,DMH
37,6,Attleboro,6354,Community Dev Inc. FTHB Program,"Jewel Ave, Patterson St, South Ave",Ownership,3,2020,No,HUD
37,7,Attleboro,7172,Water View Condominiums,30 Water Street,Ownership,2,perp,No,DHCD
38,1,Auburn,158,Stoneville Heights,"200 Oxford St., North",Rental,60,Perp,No,HUD
38,2,Auburn,159,Auburn Heights,14 Maple Drive,Rental,8,Perp,No,DHCD
38,3,Auburn,160,Pakachoag Village,Pakachoag Village,Rental,90,Perp,No,DHCD
38,4,Auburn,161,n/a,Pheasant Court,Rental,20,Perp,No,DHCD
38,5,Auburn,162,n/a,Pine Brook Court,Rental,12,Perp,No,DHCD
38,6,Auburn,4200,DDS Group Homes,Confidential,Rental,15,N/A,No,DDS
38,7,Auburn,4542,DMH Group Homes,Confidential,Rental,14,N/A,No,DMH
38,8,Auburn,9674,Kateri Tekawitha Housing Corp.,"6 Wyonma Drive, Auburn, MA 01501",Rental,30,Perp,YES,"HSF, HUD"
38,9,Auburn,10037,Habitat- Homestead Ave,Homestead Ave,Ownership,2,Perp,NA,DHCD
39,1,Avon,163,Fellowship Circle Apts,1 Fellowship Circle,Rental,70,Perp,No,DHCD
39,2,Avon,4201,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
40,1,Ayer,164,Silas Nutting Grove Apts,18 Pond Street,Rental,7,Perp,No,DHCD
40,2,Ayer,165,Silas Nutting Grove Apts,Pond St.,Rental,20,Perp,No,"DHCD, HUD, HUD, HUD"
40,3,Ayer,166,Silas Nutting Grove Apts,Pond St.,Rental,34,Perp,No,DHCD
40,4,Ayer,167,n/a,Issac's Ln(12u)/18 Pond(1u),Rental,13,Perp,No,DHCD
40,5,Ayer,175,Woodland Village,68 East Main Street,Ownership,3,2031,No,DHCD
40,6,Ayer,3972,Ayer Assisted Living,Winthrop Avenue,Rental,73,2035,No,"DHCD, DHCD"
40,7,Ayer,4202,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
40,8,Ayer,4824,Ayer HOR Program,Pearl Street,Ownership,2,8/9/17,No,DHCD
40,9,Ayer,4829,Ayer HOR Program,Oakridge Drive,Ownership,1,12/19/17,No,DHCD
40,10,Ayer,4830,Ayer HOR Program,Cambridge St.,Ownership,1,12/3/17,No,DHCD
41,1,Ayer,4831,Ayer HOR Program,Willard Street,Ownership,1,8/15/17,No,DHCD
41,2,Ayer,4834,Ayer HOR Program,Fitchburg Rd,Ownership,1,9/13/17,No,DHCD
41,3,Ayer,4835,Ayer HOR Program,Willard Street,Ownership,1,5/2/20,No,DHCD
41,4,Ayer,4836,Ayer HOR Program,Grove St,Ownership,1,10/7/17,No,DHCD
41,5,Ayer,4837,Ayer HOR Program,Snake Hill Rd,Ownership,1,2/14/20,No,DHCD
41,6,Ayer,4838,Ayer HOR Program,McDowell St,Ownership,1,3/18/18,No,DHCD
41,7,Ayer,4839,Ayer HOR Program,Snake Hill Road,Ownership,1,4/23/18,No,DHCD
41,8,Ayer,4841,Ayer HOR Program,Oakridge Dr,Ownership,1,3/18/18,No,DHCD
41,9,Ayer,4842,Ayer HOR Program,Victor Drive,Ownership,1,3/8/18,No,DHCD
41,10,Ayer,4843,Ayer HOR Program,Oakridge Drive,Ownership,1,5/6/18,No,DHCD
41,11,Ayer,4844,Ayer HOR Program,Columbia Street,Rental,4,8/4/18,No,DHCD
41,12,Ayer,4845,Ayer HOR Program,Pleasant Street,Ownership,1,10/7/17,No,DHCD
41,13,Ayer,4846,Ayer HOR Program,West Main Street,Ownership,1,10/18/19,No,DHCD
41,14,Ayer,4847,Ayer HOR Program,High Street,Ownership,1,10/18/19,No,DHCD
42,1,Ayer,4848,Ayer HOR Program,Sandy Pond Road,Ownership,1,10/8/19,No,DHCD
42,2,Ayer,4849,Ayer HOR Program,Vernon Street,Ownership,1,4/27/19,No,DHCD
42,3,Ayer,4850,Ayer HOR Program,Maple Street,Ownership,1,4/27/19,No,DHCD
42,4,Ayer,4851,Ayer HOR Program,Washington Street,Ownership,1,6/14/19,No,DHCD
42,5,Ayer,4852,Ayer HOR Program,Grove Street,Ownership,1,6/7/19,No,DHCD
42,6,Ayer,4853,Ayer HOR Program,Washington Street,Ownership,1,3/16/19,No,DHCD
42,7,Ayer,4854,Ayer HOR Program,Grove Street,Ownership,1,6/15/19,No,DHCD
42,8,Ayer,4855,Ayer HOR Program,Grove Street,Ownership,1,1/6/19,No,DHCD
42,9,Ayer,4856,Ayer HOR Program,West Main Street,Ownership,2,8/7/19,No,DHCD
42,10,Ayer,4857,Ayer HOR Program,Columbia Street,Rental,2,1/26/19,No,DHCD
42,11,Ayer,4858,Ayer HOR Program,Pearl Street,Ownership,1,2/24/20,No,DHCD
42,12,Ayer,4859,Ayer HOR Program,Forest Street,Ownership,1,12/4/18,No,DHCD
42,13,Ayer,4860,Ayer HOR Program,Willard Street,Ownership,1,12/31/18,No,DHCD
42,14,Ayer,6252,Habitat for Humanity,Forest Street,Ownership,1,perp,No,DHCD
43,1,Ayer,7087,Ayer HOR Program,Jackson Street,Ownership,2,4/25/20,No,DHCD
43,2,Ayer,7088,Ayer HOR Program,Pearl Street,Rental,2,5/2/20,No,DHCD
43,3,Ayer,7089,Ayer HOR Program,Oakridge Drive,Ownership,1,6/7/20,No,DHCD
43,4,Ayer,7090,Ayer HOR Program,Mark Street,Ownership,1,6/30/20,No,DHCD
43,5,Ayer,7091,Estates at Harvard Hills,Bates & Auman Streets,Ownership,12,perp,Yes,DHCD
43,6,Ayer,7095,Chandler Place,West Street,Ownership,2,2054,No,DHCD
43,7,Ayer,7636,Ayer HOR Program,Bligh Street,Ownership,1,7/26/20,NO,DHCD
43,8,Ayer,7637,Ayer HOR Program,Grove Street,Ownership,1,9/27/20,No,DHCD
43,9,Ayer,7638,Ayer HOR Program,Mark Street,Ownership,1,7/6/20,No,DHCD
43,10,Ayer,7639,Ayer HOR Program,Pineridge Drive,Ownership,1,8/10/20,No,DHCD
43,11,Ayer,7640,Ayer HOR Program,Pineridge Drive,Ownership,1,10/11/20,No,DHCD
43,12,Ayer,7641,Ayer HOR Program,Sculley Road,Ownership,2,12/5/20,No,DHCD
43,13,Ayer,7642,Ayer HOR Program,Willard Street,Ownership,1,12/5/20,No,DHCD
43,14,Ayer,7643,Ayer HOR Program,Union Street,Ownership,1,12/29/20,No,DHCD
44,1,Ayer,7644,The Spaulding Building,25 Main Street,Rental,7,2036,No,DHCD
44,2,Ayer,7723,Ayer HOR Program,Grosvenor Street,Ownership,1,3/14/21,NO,DHCD
44,3,Ayer,7724,Ayer HOR Program,Highland Avenue,Ownership,1,1/3/21,NO,DHCD
44,4,Ayer,7725,Ayer HOR Program,Third Street,Ownership,1,3/31/21,NO,DHCD
44,5,Ayer,7726,Ayer HOR Program,West Main Street,Mix,4,3/31/21,NO,DHCD
44,6,Ayer,7727,Ayer HOR Program,Pleasant Street,Ownership,2,3/14/21,NO,DHCD
44,7,Ayer,7728,Ayer HOR Program,East Main Street,Rental,4,4/7/21,NO,DHCD
44,8,Ayer,7729,Ayer HOR Program,Vernon St,Ownership,1,9/7/20,NO,CDBG
44,9,Ayer,8561,Autumn Ridge Farms Condominum,Groton Road,Ownership,2,perp,NO,DHCD
44,10,Ayer,8689,Ayer HOR Program,Pleasant St,Mix,3,2021,NO,DHCD
44,11,Ayer,8690,Ayer HOR Program,Willard St,Ownership,1,2021,NO,DHCD
44,12,Ayer,8691,Ayer HOR Program,West Main St,Rental,1,2021,NO,DHCD
44,13,Ayer,8692,Ayer HOR Program,Oakridge Dr,Ownership,1,2022,NO,DHCD
44,14,Ayer,8867,Ayer HOR Program,East Main St,Ownership,3,2023,NO,"DHCD, DHCD"
45,1,Ayer,8868,Ayer HOR Program,Pleasant St,Ownership,1,2022,NO,DHCD
45,2,Ayer,8869,Ayer HOR Program,Prospect St,Ownership,1,2022,NO,DHCD
45,3,Ayer,8870,Ayer HOR Program,Fletcher St,Ownership,2,2022,NO,DHCD
45,4,Ayer,8871,Ayer HOR Program,Forest St,Ownership,1,2023,NO,DHCD
45,5,Ayer,8872,Ayer HOR Program,Pleasant St,Ownership,1,2023,NO,DHCD
45,6,Ayer,9133,Pleasant Street School,62 Pleasant St,Rental,22,2059,NO,DHCD
45,7,Ayer,9134,The Willows,Willow Road,Ownership,17,Perp,YES,MassHousing
45,8,Ayer,9739,49 Main Street,49 Main Street,Rental,4,2026,NO,DHCD
45,9,Ayer,10038,Central Avenue,Central Avenue,Ownership,2,Perp,NO,DHCD
46,1,Barnstable,176,Colony House Apts,500 Old Colony Rd.,Rental,68,Perp,No,HUD
46,2,Barnstable,177,n/a,Stevens St.,Rental,64,Perp,No,DHCD
46,3,Barnstable,178,n/a,Sea Street Ext.,Rental,69,Perp,No,DHCD
46,4,Barnstable,179,n/a,370 South St.; 30 Pine St,Rental,20,Perp,No,DHCD
46,5,Barnstable,180,n/a,Race Lane,Rental,4,Perp,No,DHCD
46,6,Barnstable,181,n/a,Newtown Road,Rental,8,Perp,No,DHCD
46,7,Barnstable,182,n/a,Sandlewood Drive,Rental,8,Perp,No,DHCD
46,8,Barnstable,183,n/a,78 Pleasant St.,Rental,12,Perp,No,DHCD
46,9,Barnstable,184,High School Road Apts,118 High School Road,Rental,20,Perp,Yes,DHCD
46,10,Barnstable,185,n/a,scattered sites,Rental,26,Perp,No,DHCD
46,11,Barnstable,186,n/a,scattered sites,Rental,8,Perp,No,DHCD
46,12,Barnstable,187,Donegal Circle,8 Donegal Circle,Rental,4,Perp,No,"DHCD, MassHousing"
46,13,Barnstable,188,Anthony Drive,Anthony Drive,Ownership,12,Perp,Yes,DHCD
47,1,Barnstable,190,Bishop's Common,Bishops Terrace,Ownership,9,Perp,Yes,DHCD
47,2,Barnstable,191,Bishop's Common,Bishops Terrace,Rental,4,Perp,Yes,"DHCD, DHCD"
47,3,Barnstable,192,Bryan Chase House,Winter Street,Rental,6,Perp,No,HUD
47,4,Barnstable,194,47 Cedar St.,47 Cedar St.,Rental,6,2020,Yes,HUD
47,5,Barnstable,195,Cape Head Injury Program,9 Park Avenue,Rental,10,Perp,No,DHCD
47,6,Barnstable,196,Craigville Court,558 Craigville Beach Road,Ownership,4,Perp,No,MassHousing
47,7,Barnstable,197,Cromwell Court,168 Barnstable Rd.,Rental,124,2036*,No,MassHousing
47,8,Barnstable,198,Fawcetts Pond Village,148 West Main St.,Rental,100,2033,No,HUD
47,9,Barnstable,199,Foundations Project - Cape,30 Main St; Iyanough Village Unit 12B,Rental,4,2037/2097,No,"DHCD, HUD"
47,10,Barnstable,200,Founders Court Apts,979 Falmouth Road,Rental,32,Perp,Yes,"DHCD, MassHousing"
47,11,Barnstable,201,Habitat for Humanity,Newtown Road,Ownership,1,perp,No,DHCD
48,1,Barnstable,203,Habitat for Humanity,Mill Road,Ownership,1,Perp,Yes,DHCD
48,2,Barnstable,204,Holly Hills,328 Centerville Ave.,Rental,46,perp,Yes,DHCD
48,3,Barnstable,207,Homestead,South Street,Rental,10,Perp,No,HUD
48,4,Barnstable,208,Housing Assistance Corp Utility CV,940 West Main St,Rental,6,2027,No,HUD
48,5,Barnstable,209,Kit Anderson House,98 Pleasant Street,Rental,12,Perp,No,DHCD
48,6,Barnstable,210,550 Lincoln Road Extension I,550 Lincoln Road Extension,Mix,8,Perp,Yes,DHCD
48,7,Barnstable,211,550 Lincoln Road Extension II,550 Lincoln Road Extension,Mix,8,Perp,Yes,DHCD
48,8,Barnstable,212,Marston Mills,Cammett St.,Rental,6,Perp,No,DHCD
48,9,Barnstable,213,May Institute,63 Pine Street,Rental,4,2026,No,HUD
48,10,Barnstable,214,Old Colony Road,Old Colony Road,Ownership,3,Perp,Yes,DHCD
48,11,Barnstable,215,Prince Cove Highlands,Staysail Circle,Ownership,6,Perp,Yes,DHCD
48,12,Barnstable,216,Sea Meadow Village,720 Pitchers Way,Rental,5,Perp,No,"DHCD, DHCD"
48,13,Barnstable,217,Sea Meadow Village,720 Pitchers Way,Ownership,4,Perp,No,DHCD
49,1,Barnstable,217,Sea Meadow Village,720 Pitchers Way,Ownership,4,Perp,No,DHCD
49,2,Barnstable,218,Sea Meadow Village,Pitchers Way,Ownership,25,Perp,Yes,DHCD
49,3,Barnstable,219,Whitehall Estates,Falmouth Rd & Whitehall Way,Rental,81,Perp,Yes,"DHCD, MassHousing"
49,4,Barnstable,220,Winter Street Supportive Housing,Winter Street,Rental,9,2029,No,"DHCD, DHCD"
49,5,Barnstable,221,Woodlands Marston Mills,Tanbark Rd/Moss Place,Ownership,5,Perp,No,"DHCD, DHCD"
49,6,Barnstable,222,Woodlands Marston Mills,Tanbark/Cammet Roads,Ownership,25,Perp,Yes,DHCD
49,7,Barnstable,224,Aunt Sarah's Harborview House,93 Pleasant Street,Rental,12,2040,Yes,"MHP, HUD, HUD"
49,8,Barnstable,226,Colonial Court,301 West Main Street,Rental,2,Perp,No,HUD
49,9,Barnstable,227,The Oldest House,Pleasant Street,Rental,1,Perp,No,HUD
49,10,Barnstable,228,Pleasant Street,71 Pleasant Street,Rental,8,Perp,No,HUD
50,1,Barnstable,229,Sea Meadow Village,720 Pitcher Way,Rental,1,Perp,Yes,HUD
50,2,Barnstable,230,"Town of Barnstable Accessory, Affordable Apartment Program",Arbor Way (Hyannis),Rental,1,Perp,No,"Director's, Waiver"
50,3,Barnstable,231,"Town of Barnstable Accessory, Affordable Apartment Program",Pearl Street (Hyannis),Rental,5,Perp,No,"Director's, Waiver"
50,4,Barnstable,239,"Town of Barnstable Accessory, Affordable Apartment Program",Church Street,Rental,1,Perp,No,"Director's, Waiver"
50,5,Barnstable,240,"Town of Barnstable Accessory, Affordable Apartment Program",Gleneagle Drive,Rental,1,Perp,No,"Director's, Waiver"
50,6,Barnstable,247,"Town of Barnstable Accessory, Affordable Apartment Program",Suffolk Ave. (Hyannis),Rental,1,Perp,No,"Director's, Waiver"
50,7,Barnstable,251,"Town of Barnstable Accessory, Affordable Apartment Program",Osterville-West Barnstable Rd,Rental,1,Perp,No,"Director's, Waiver"
50,8,Barnstable,252,"Town of Barnstable Accessory, Affordable Apartment Program",Pleasant St (Hyannis),Rental,7,Perp,No,"Director's, Waiver"
50,9,Barnstable,3690,Southside Village,"1025 Falmouth Road, Route 28",Rental,14,Perp,Yes,HUD
50,10,Barnstable,3691,School House Pond Condominium,537-549 Scudder Avenue,Ownership,2,Perp,Yes,FHLBB
50,11,Barnstable,3692,Danvers Way of Hyannis-Habitat,Danvers Way,Ownership,16,Perp,Yes,HUD
50,12,Barnstable,3694,"Town of Barnstable Accessory, Affordable Apartment Program",Guy Lane,Rental,1,Perp,Yes,"Directors, Waiver"
51,1,Barnstable,3698,"Town of Barnstable Accessory, Affordable Apartment Program",Helmsmen Drive,Rental,1,Perp,Yes,"Directors, Waiver"
51,2,Barnstable,3933,23 Park Avenue,23 Park Avenue,Rental,10,2033,No,"NA, DHCD, DHCD"
51,3,Barnstable,4072,"Town of Barnstable Accessory, Affordable Apartment Program",Sea Street,Rental,6,Perp,Yes,"Directors, Waiver"
51,4,Barnstable,4073,"Town of Barnstable Accessory, Affordable Apartment Program",Main Street,Rental,1,Perp,Yes,"Dircetors, Waiver"
51,5,Barnstable,4074,"Town of Barnstable Accessory, Affordable Apartment Program",Patriots Way,Rental,1,Perp,Yes,"Directors, Waiver"
51,6,Barnstable,4075,"Town of Barnstable Accessory, Affordable Apartment Program",Franklin Avenue,Rental,1,Perp,Yes,"Directors, Waiver"
51,7,Barnstable,4076,"Town of Barnstable Accessory, Affordable Apartment Program",Maple Street,Rental,1,Perp,Yes,"Directors, Waiver"
51,8,Barnstable,4203,DDS Group Homes,Confidential,Rental,76,N/A,No,DDS
51,9,Barnstable,4568,DMH Group Homes,Confidential,Rental,56,N/A,No,DMH
51,10,Barnstable,4625,The Village at Marstons Mills,West Barnstable Road (Marstons Mills),Ownership,18,Perp,Yes,MassHousing
52,1,Barnstable,4708,Village Green Apartments,767 Independence Drive,Rental,60,Perp,Yes,DHCD
52,2,Barnstable,4710,"Town of Barnstable Accessory, Affordable Apartment Program",Woodvale Lane,Rental,1,Perp,Yes,HUD
52,3,Barnstable,4736,"Town of Barnstable Accessory, Affordable Apartment Program",Circuit Ave Hyannis,Rental,1,Perp,Yes,HUD
52,4,Barnstable,4737,"Town of Barnstable Accessory, Affordable Apartment Program",Chippingstone Rd Marstons Mills,Rental,1,Perp,Yes,HUD
52,5,Barnstable,4738,"Town of Barnstable Accessory, Affordable Apartment Program",Falmouth Rd Cotuit,Rental,4,Perp,Yes,HUD
52,6,Barnstable,4740,"Town of Barnstable Accessory, Affordable Apartment Program",Willow Street West Barnstable,Rental,1,Perp,Yes,HUD
52,7,Barnstable,4742,"Town of Barnstable Accessory, Affordable Apartment Program",Yarmouth Road Hyannis,Rental,14,Perp,Yes,HUD
52,8,Barnstable,6280,CCC HOR Program,Pitchers Way,Ownership,1,2018*,No,DHCD
52,9,Barnstable,6574,"Town of Barnstable Accessory, Affordable Apartment Program","Commodore Lane, Marstons Mills",Rental,1,perp,Yes,HUD
52,10,Barnstable,6787,"Town of Barnstable Accessory, Affordable Apartment Program","Pine View Drive, Cotuit",Rental,1,perp,Yes,HUD
52,11,Barnstable,6896,"Town of Barnstable Accessory, Affordable Apartment Program",Kerry Drive,Rental,1,perp,Yes,HUD
53,1,Barnstable,6898,"Town of Barnstable Accessory, Affordable Apartment Program",Mariner Circle (Cotuit),Rental,1,perp,Yes,HUD
53,2,Barnstable,6902,"Town of Barnstable Accessory, Affordable Apartment Program",Head of the Pond Road (Marstons Mills),Rental,1,perp,Yes,HUD
53,3,Barnstable,7566,Mill Pond Estates,"449 & 459 Old Mill Road, Osterville",Ownership,3,perp,Yes,DHCD
53,4,Barnstable,7567,"Town of Barnstable Accessory, Affordable Apartment Program","Oakland Road, Hyannis",Rental,1,perp,Yes,HUD
53,5,Barnstable,7568,"Town of Barnstable Accessory, Affordable Apartment Program","Keela Road, Cotuit",Rental,1,perp,Yes,HUD
53,6,Barnstable,7569,"Town of Barnstable Accessory, Affordable Apartment Program","Marsh Lane, Hyannis",Rental,1,perp,Yes,HUD
53,7,Barnstable,7571,"Town of Barnstable Accessory, Affordable Apartment Program","Oak Neck Road, Hyannis",Rental,1,perp,Yes,HUD
53,8,Barnstable,7574,"Town of Barnstable Accessory, Affordable Apartment Program","Mariner Circle, Cotuit",Rental,1,perp,Yes,HUD
53,9,Barnstable,7578,"Town of Barnstable Accessory, Affordable Apartment Program","Highland Avenue, Cotuit",Rental,1,perp,Yes,HUD
53,10,Barnstable,7579,"Town of Barnstable Accessory, Affordable Apartment Program","Curlew Way, Cotuit",Rental,1,perp,Yes,HUD
53,11,Barnstable,7580,"Town of Barnstable Accessory, Affordable Apartment Program","Elliott Street, Centerville",Rental,1,perp,Yes,HUD
54,1,Barnstable,7582,"Town of Barnstable Accessory, Affordable Apartment Program","Hamden Circle, Hyannis",Rental,1,perp,Yes,HUD
54,2,Barnstable,7583,"Town of Barnstable Accessory, Affordable Apartment Program","Camp Opechee Road, Centerville",Rental,1,perp,Yes,HUD
54,3,Barnstable,7584,"Town of Barnstable Accessory, Affordable Apartment Program","Old Craigville Road, Centerville",Rental,1,perp,Yes,HUD
54,4,Barnstable,7634,"Town of Barnstable Accessory, Affordable Apartment Program",Cedar Street,Rental,7,perp,Yes,HUD
54,5,Barnstable,7650,"Town of Barnstable Accessory, Affordable Apartment Program","Ebeneezer Road, Osterville",Rental,1,perp,Yes,HUD
54,6,Barnstable,7653,"Town of Barnstable Accessory, Affordable Apartment Program","King Arthur Drive, Osterville",Rental,1,perp,Yes,HUD
54,7,Barnstable,7654,"Town of Barnstable Accessory, Affordable Apartment Program","Hinckley Road, Hyannis",Rental,1,perp,Yes,HUD
54,8,Barnstable,7715,"Town of Barnstable Accessory, Affordable Apartment Program",Overlook Drive,Rental,1,perp,YES,HUD
54,9,Barnstable,7717,"Town of Barnstable Accessory, Affordable Apartment Program","Main Street, Cotuit",Rental,1,perp,YES,HUD
54,10,Barnstable,7718,"Town of Barnstable Accessory, Affordable Apartment Program","Claus Way, Marstons Mills",Rental,1,perp,YES,HUD
54,11,Barnstable,7719,"Town of Barnstable Accessory, Affordable Apartment Program","Nye Road, Centerville",Rental,1,perp,YES,HUD
55,1,Barnstable,7720,"Town of Barnstable Accessory, Affordable Apartment Program","Pine Grove Avenue, Hyannis",Rental,1,perp,YES,HUD
55,2,Barnstable,7721,"Town of Barnstable Accessory, Affordable Apartment Program","Race Lane, Centerville",Rental,1,perp,YES,HUD
55,3,Barnstable,7791,"Town of Barnstable Accessory, Affordable Apartment Program","Arbor Way, Hyannis",Rental,1,perp,YES,HUD
55,4,Barnstable,7794,Cotuit Meadows,"Falmouth Rd, Cotuit",Ownership,27,perp,YES,"FHLBB, MassHousing"
55,5,Barnstable,7795,Settlers Landing I,"Settlers Landing & Castlewood Cir, Hyannis",Ownership,0,perp,YES,"FHLBB, MassHousing"
55,6,Barnstable,7960,Settlers Landing II,"Castlewood Cir, Hyannis",Ownership,6,perp,NO,DHCD
55,7,Barnstable,7961,Pitchers Way and Buckwood Drive,Pitchers Way,Ownership,6,perp,NO,DHCD
55,8,Barnstable,7963,"Town of Barnstable Accessory, Affordable Apartment Program",Fortes Way,Rental,1,perp,YES,HUD
