state,county,candidate,party,votes,won
Vermont,Waterford,Kevin Hoyt,IND,15,False
Vermont,Waterford, Write-ins,WRI,9,False
Vermont,Waterford,Emily Peyton,TM,7,False
Vermont,Waterford,Michael DeVost,IND,5,False
Vermont,Waterford,Wayne Billado,IND,2,False
Vermont,Waterford,Charly Dickerson,UNA,2,False
Vermont,Waterford,Erynn Whitney,IND,1,False
Vermont,Waterville,Phil Scott,REP,347,True
Vermont,Waterville,David Zuckerman,DEM,75,False
Vermont,Waterville,Kevin Hoyt,IND,10,False
Vermont,Waterville, Write-ins,WRI,6,False
Vermont,Waterville,Erynn Whitney,IND,4,False
Vermont,Waterville,Michael DeVost,IND,3,False
Vermont,Waterville,Emily Peyton,TM,3,False
Vermont,Waterville,Wayne Billado,IND,2,False
Vermont,Waterville,Charly Dickerson,UNA,1,False
Vermont,Bolton,Phil Scott,REP,553,True
Vermont,Bolton,David Zuckerman,DEM,209,False
Vermont,Bolton, Write-ins,WRI,7,False
Vermont,Bolton,Wayne Billado,IND,3,False
Vermont,Bolton,Kevin Hoyt,IND,3,False
Vermont,Bolton,Emily Peyton,TM,3,False
Vermont,Bolton,Charly Dickerson,UNA,1,False
Vermont,Bolton,Erynn Whitney,IND,1,False
Vermont,Bolton,Michael DeVost,IND,0,False
Vermont,Weathersfield,Phil Scott,REP,1334,True
Vermont,Weathersfield,David Zuckerman,DEM,361,False
Vermont,Weathersfield,Kevin Hoyt,IND,40,False
Vermont,Weathersfield,Emily Peyton,TM,23,False
Vermont,Weathersfield, Write-ins,WRI,7,False
Vermont,Weathersfield,Charly Dickerson,UNA,6,False
Vermont,Weathersfield,Wayne Billado,IND,5,False
Vermont,Weathersfield,Michael DeVost,IND,5,False
Vermont,Weathersfield,Erynn Whitney,IND,5,False
Vermont,Wells,Phil Scott,REP,544,True
Vermont,Wells,David Zuckerman,DEM,136,False
Vermont,Wells,Kevin Hoyt,IND,21,False
Vermont,Wells,Emily Peyton,TM,7,False
Vermont,Wells,Wayne Billado,IND,5,False
Vermont,Wells,Erynn Whitney,IND,5,False
Vermont,Wells,Michael DeVost,IND,4,False
Vermont,Wells,Charly Dickerson,UNA,4,False
Vermont,Wells, Write-ins,WRI,0,False
Vermont,West Fairlee,Phil Scott,REP,239,True
Vermont,West Fairlee,David Zuckerman,DEM,100,False
Vermont,West Fairlee,Michael DeVost,IND,3,False
Vermont,West Fairlee,Erynn Whitney,IND,3,False
Vermont,West Fairlee,Charly Dickerson,UNA,2,False
Vermont,West Fairlee,Kevin Hoyt,IND,2,False
Vermont,West Fairlee,Emily Peyton,TM,2,False
Vermont,West Fairlee,Wayne Billado,IND,0,False
Vermont,West Fairlee, Write-ins,WRI,0,False
Vermont,Westfield,Phil Scott,REP,248,True
Vermont,Westfield,David Zuckerman,DEM,75,False
Vermont,Westfield,Emily Peyton,TM,6,False
Vermont,Westfield, Write-ins,WRI,4,False
Vermont,Westfield,Michael DeVost,IND,3,False
Vermont,Westfield,Kevin Hoyt,IND,3,False
Vermont,Westfield,Charly Dickerson,UNA,2,False
Vermont,Westfield,Erynn Whitney,IND,2,False
Vermont,Westfield,Wayne Billado,IND,0,False
Vermont,Westford,Phil Scott,REP,1068,True
Vermont,Westford,David Zuckerman,DEM,325,False
Vermont,Westford, Write-ins,WRI,7,False
Vermont,Westford,Emily Peyton,TM,6,False
Vermont,Westford,Wayne Billado,IND,2,False
Vermont,Westford,Charly Dickerson,UNA,2,False
Vermont,Westford,Kevin Hoyt,IND,2,False
Vermont,Westford,Erynn Whitney,IND,1,False
Vermont,Westford,Michael DeVost,IND,0,False
Vermont,West Haven,Phil Scott,REP,104,True
Vermont,West Haven,David Zuckerman,DEM,25,False
Vermont,West Haven,Erynn Whitney,IND,15,False
Vermont,West Haven,Emily Peyton,TM,3,False
Vermont,West Haven,Wayne Billado,IND,2,False
Vermont,West Haven,Charly Dickerson,UNA,1,False
Vermont,West Haven,Michael DeVost,IND,0,False
Vermont,West Haven,Kevin Hoyt,IND,0,False
Vermont,West Haven, Write-ins,WRI,0,False
Vermont,Westminster,Phil Scott,REP,878,True
Vermont,Westminster,David Zuckerman,DEM,779,False
Vermont,Westminster,Emily Peyton,TM,50,False
Vermont,Westminster,Kevin Hoyt,IND,19,False
Vermont,Westminster,Michael DeVost,IND,12,False
Vermont,Westminster,Erynn Whitney,IND,12,False
Vermont,Westminster,Charly Dickerson,UNA,8,False
Vermont,Westminster,Wayne Billado,IND,7,False
Vermont,Westminster, Write-ins,WRI,5,False
Vermont,Westmore,Phil Scott,REP,172,True
Vermont,Westmore,David Zuckerman,DEM,48,False
Vermont,Westmore,Kevin Hoyt,IND,4,False
Vermont,Westmore,Michael DeVost,IND,3,False
Vermont,Westmore,Emily Peyton,TM,3,False
Vermont,Westmore,Wayne Billado,IND,1,False
Vermont,Westmore,Erynn Whitney,IND,1,False
Vermont,Westmore, Write-ins,WRI,1,False
Vermont,Westmore,Charly Dickerson,UNA,0,False
Vermont,Weston,Phil Scott,REP,316,True
Vermont,Weston,David Zuckerman,DEM,126,False
Vermont,Weston,Kevin Hoyt,IND,5,False
Vermont,Weston,Erynn Whitney,IND,5,False
Vermont,Weston,Michael DeVost,IND,2,False
Vermont,Weston,Wayne Billado,IND,0,False
Vermont,Weston,Charly Dickerson,UNA,0,False
Vermont,Weston,Emily Peyton,TM,0,False
Vermont,Weston, Write-ins,WRI,0,False
Vermont,West Rutland,Phil Scott,REP,883,True
Vermont,West Rutland,David Zuckerman,DEM,178,False
Vermont,West Rutland,Kevin Hoyt,IND,34,False
Vermont,West Rutland,Emily Peyton,TM,21,False
Vermont,West Rutland,Erynn Whitney,IND,14,False
Vermont,West Rutland,Charly Dickerson,UNA,9,False
Vermont,West Rutland,Michael DeVost,IND,6,False
Vermont,West Rutland, Write-ins,WRI,6,False
Vermont,West Rutland,Wayne Billado,IND,3,False
Vermont,Bradford,Phil Scott,REP,1045,True
Vermont,Bradford,David Zuckerman,DEM,371,False
Vermont,Bradford,Kevin Hoyt,IND,24,False
Vermont,Bradford,Michael DeVost,IND,7,False
Vermont,Bradford,Erynn Whitney,IND,7,False
Vermont,Bradford,Charly Dickerson,UNA,6,False
Vermont,Bradford,Wayne Billado,IND,5,False
Vermont,Bradford,Emily Peyton,TM,5,False
Vermont,Bradford, Write-ins,WRI,4,False
Vermont,West Windsor,Phil Scott,REP,588,True
Vermont,West Windsor,David Zuckerman,DEM,222,False
Vermont,West Windsor,Charly Dickerson,UNA,7,False
Vermont,West Windsor,Kevin Hoyt,IND,6,False
Vermont,West Windsor,Erynn Whitney,IND,6,False
Vermont,West Windsor,Wayne Billado,IND,3,False
Vermont,West Windsor,Emily Peyton,TM,2,False
Vermont,West Windsor,Michael DeVost,IND,1,False
Vermont,West Windsor, Write-ins,WRI,1,False
Vermont,Weybridge,Phil Scott,REP,380,True
Vermont,Weybridge,David Zuckerman,DEM,221,False
Vermont,Weybridge,Emily Peyton,TM,2,False
Vermont,Weybridge, Write-ins,WRI,1,False
Vermont,Weybridge,Wayne Billado,IND,0,False
Vermont,Weybridge,Michael DeVost,IND,0,False
Vermont,Weybridge,Charly Dickerson,UNA,0,False
Vermont,Weybridge,Kevin Hoyt,IND,0,False
Vermont,Weybridge,Erynn Whitney,IND,0,False
Vermont,Wheelock,Phil Scott,REP,301,True
Vermont,Wheelock,David Zuckerman,DEM,112,False
Vermont,Wheelock,Kevin Hoyt,IND,16,False
Vermont,Wheelock,Emily Peyton,TM,7,False
Vermont,Wheelock,Michael DeVost,IND,4,False
Vermont,Wheelock, Write-ins,WRI,3,False
Vermont,Wheelock,Wayne Billado,IND,2,False
Vermont,Wheelock,Charly Dickerson,UNA,2,False
Vermont,Wheelock,Erynn Whitney,IND,0,False
Vermont,Whiting,Phil Scott,REP,145,True
Vermont,Whiting,David Zuckerman,DEM,43,False
Vermont,Whiting,Erynn Whitney,IND,20,False
Vermont,Whiting,Kevin Hoyt,IND,3,False
Vermont,Whiting,Emily Peyton,TM,2,False
Vermont,Whiting, Write-ins,WRI,2,False
Vermont,Whiting,Wayne Billado,IND,1,False
Vermont,Whiting,Michael DeVost,IND,0,False
Vermont,Whiting,Charly Dickerson,UNA,0,False
Vermont,Whitingham,Phil Scott,REP,484,True
Vermont,Whitingham,David Zuckerman,DEM,190,False
Vermont,Whitingham,Kevin Hoyt,IND,39,False
Vermont,Whitingham,Emily Peyton,TM,14,False
Vermont,Whitingham,Erynn Whitney,IND,12,False
Vermont,Whitingham,Wayne Billado,IND,4,False
Vermont,Whitingham,Charly Dickerson,UNA,4,False
Vermont,Whitingham,Michael DeVost,IND,1,False
Vermont,Whitingham, Write-ins,WRI,0,False
Vermont,Williamstown,Phil Scott,REP,1526,True
Vermont,Williamstown,David Zuckerman,DEM,231,False
Vermont,Williamstown,Kevin Hoyt,IND,35,False
Vermont,Williamstown,Emily Peyton,TM,16,False
Vermont,Williamstown,Charly Dickerson,UNA,12,False
Vermont,Williamstown, Write-ins,WRI,12,False
Vermont,Williamstown,Erynn Whitney,IND,9,False
Vermont,Williamstown,Wayne Billado,IND,7,False
Vermont,Williamstown,Michael DeVost,IND,3,False
Vermont,Williston,Phil Scott,REP,5158,True
Vermont,Williston,David Zuckerman,DEM,1552,False
Vermont,Williston,Emily Peyton,TM,32,False
Vermont,Williston,Kevin Hoyt,IND,21,False
Vermont,Williston,Wayne Billado,IND,19,False
Vermont,Williston, Write-ins,WRI,14,False
Vermont,Williston,Michael DeVost,IND,12,False
Vermont,Williston,Erynn Whitney,IND,12,False
Vermont,Williston,Charly Dickerson,UNA,9,False
Vermont,Wilmington,Phil Scott,REP,694,True
Vermont,Wilmington,David Zuckerman,DEM,381,False
Vermont,Wilmington,Emily Peyton,TM,23,False
Vermont,Wilmington,Kevin Hoyt,IND,12,False
Vermont,Wilmington,Charly Dickerson,UNA,7,False
Vermont,Wilmington,Erynn Whitney,IND,7,False
Vermont,Wilmington,Wayne Billado,IND,4,False
Vermont,Wilmington, Write-ins,WRI,4,False
Vermont,Wilmington,Michael DeVost,IND,2,False
Vermont,Windham,Phil Scott,REP,192,True
Vermont,Windham,David Zuckerman,DEM,69,False
Vermont,Windham,Kevin Hoyt,IND,7,False
Vermont,Windham,Emily Peyton,TM,4,False
Vermont,Windham,Wayne Billado,IND,3,False
Vermont,Windham,Erynn Whitney,IND,3,False
Vermont,Windham,Charly Dickerson,UNA,1,False
Vermont,Windham,Michael DeVost,IND,0,False
Vermont,Windham, Write-ins,WRI,0,False
Vermont,Windsor,Phil Scott,REP,1225,True
Vermont,Windsor,David Zuckerman,DEM,525,False
Vermont,Windsor,Emily Peyton,TM,32,False
Vermont,Windsor,Kevin Hoyt,IND,27,False
Vermont,Windsor, Write-ins,WRI,13,False
Vermont,Windsor,Wayne Billado,IND,11,False
Vermont,Windsor,Charly Dickerson,UNA,9,False
Vermont,Windsor,Erynn Whitney,IND,9,False
Vermont,Windsor,Michael DeVost,IND,8,False
Vermont,Braintree,Phil Scott,REP,525,True
Vermont,Braintree,David Zuckerman,DEM,157,False
Vermont,Braintree,Kevin Hoyt,IND,9,False
Vermont,Braintree,Emily Peyton,TM,8,False
Vermont,Braintree,Charly Dickerson,UNA,4,False
Vermont,Braintree,Wayne Billado,IND,2,False
Vermont,Braintree,Michael DeVost,IND,2,False
Vermont,Braintree,Erynn Whitney,IND,2,False
Vermont,Braintree, Write-ins,WRI,0,False
Vermont,Winhall,Phil Scott,REP,447,True
Vermont,Winhall,David Zuckerman,DEM,189,False
Vermont,Winhall,Kevin Hoyt,IND,9,False
Vermont,Winhall,Emily Peyton,TM,8,False
Vermont,Winhall,Erynn Whitney,IND,6,False
Vermont,Winhall,Charly Dickerson,UNA,4,False
Vermont,Winhall,Michael DeVost,IND,2,False
Vermont,Winhall,Wayne Billado,IND,1,False
Vermont,Winhall, Write-ins,WRI,1,False
Vermont,Winooski,Phil Scott,REP,1947,True
Vermont,Winooski,David Zuckerman,DEM,1575,False
Vermont,Winooski,Emily Peyton,TM,27,False
Vermont,Winooski,Erynn Whitney,IND,18,False
Vermont,Winooski,Wayne Billado,IND,16,False
Vermont,Winooski,Kevin Hoyt,IND,16,False
Vermont,Winooski, Write-ins,WRI,10,False
Vermont,Winooski,Michael DeVost,IND,7,False
Vermont,Winooski,Charly Dickerson,UNA,7,False
Vermont,Wolcott,Phil Scott,REP,662,True
Vermont,Wolcott,David Zuckerman,DEM,224,False
Vermont,Wolcott,Emily Peyton,TM,13,False
Vermont,Wolcott,Kevin Hoyt,IND,7,False
Vermont,Wolcott,Michael DeVost,IND,5,False
Vermont,Wolcott, Write-ins,WRI,3,False
Vermont,Wolcott,Charly Dickerson,UNA,2,False
Vermont,Wolcott,Erynn Whitney,IND,2,False
Vermont,Wolcott,Wayne Billado,IND,1,False
Vermont,Woodbury,Phil Scott,REP,396,True
Vermont,Woodbury,David Zuckerman,DEM,159,False
Vermont,Woodbury,Kevin Hoyt,IND,12,False
Vermont,Woodbury,Emily Peyton,TM,10,False
Vermont,Woodbury, Write-ins,WRI,4,False
Vermont,Woodbury,Michael DeVost,IND,3,False
Vermont,Woodbury,Erynn Whitney,IND,3,False
Vermont,Woodbury,Charly Dickerson,UNA,1,False
Vermont,Woodbury,Wayne Billado,IND,0,False
Vermont,Woodford,Phil Scott,REP,110,True
Vermont,Woodford,David Zuckerman,DEM,51,False
Vermont,Woodford,Kevin Hoyt,IND,22,False
Vermont,Woodford,Erynn Whitney,IND,5,False
Vermont,Woodford,Wayne Billado,IND,1,False
Vermont,Woodford,Charly Dickerson,UNA,1,False
Vermont,Woodford, Write-ins,WRI,1,False
Vermont,Woodford,Michael DeVost,IND,0,False
Vermont,Woodford,Emily Peyton,TM,0,False
Vermont,Woodstock,Phil Scott,REP,1446,True
Vermont,Woodstock,David Zuckerman,DEM,582,False
Vermont,Woodstock,Emily Peyton,TM,17,False
Vermont,Woodstock,Charly Dickerson,UNA,11,False
Vermont,Woodstock,Kevin Hoyt,IND,10,False
Vermont,Woodstock, Write-ins,WRI,10,False
Vermont,Woodstock,Erynn Whitney,IND,7,False
Vermont,Woodstock,Wayne Billado,IND,4,False
Vermont,Woodstock,Michael DeVost,IND,0,False
Vermont,Worcester,Phil Scott,REP,362,True
Vermont,Worcester,David Zuckerman,DEM,239,False
Vermont,Worcester, Write-ins,WRI,9,False
Vermont,Worcester,Kevin Hoyt,IND,6,False
Vermont,Worcester,Charly Dickerson,UNA,2,False
Vermont,Worcester,Emily Peyton,TM,2,False
Vermont,Worcester,Erynn Whitney,IND,1,False
Vermont,Worcester,Wayne Billado,IND,0,False
Vermont,Worcester,Michael DeVost,IND,0,False
Vermont,Brandon,Phil Scott,REP,1544,True
Vermont,Brandon,David Zuckerman,DEM,507,False
Vermont,Brandon,Kevin Hoyt,IND,46,False
Vermont,Brandon, Write-ins,WRI,25,False
Vermont,Brandon,Emily Peyton,TM,22,False
Vermont,Brandon,Erynn Whitney,IND,12,False
Vermont,Brandon,Charly Dickerson,UNA,7,False
Vermont,Brandon,Wayne Billado,IND,5,False
Vermont,Brandon,Michael DeVost,IND,4,False
Vermont,Brattleboro,David Zuckerman,DEM,3264,True
Vermont,Brattleboro,Phil Scott,REP,2855,False
Vermont,Brattleboro,Emily Peyton,TM,184,False
Vermont,Brattleboro,Kevin Hoyt,IND,59,False
Vermont,Brattleboro,Erynn Whitney,IND,38,False
Vermont,Brattleboro,Michael DeVost,IND,26,False
Vermont,Brattleboro,Wayne Billado,IND,20,False
Vermont,Brattleboro,Charly Dickerson,UNA,18,False
Vermont,Brattleboro, Write-ins,WRI,11,False
Vermont,Bridgewater,Phil Scott,REP,433,True
Vermont,Bridgewater,David Zuckerman,DEM,138,False
Vermont,Bridgewater,Emily Peyton,TM,7,False
Vermont,Bridgewater, Write-ins,WRI,5,False
Vermont,Bridgewater,Charly Dickerson,UNA,3,False
Vermont,Bridgewater,Kevin Hoyt,IND,3,False
Vermont,Bridgewater,Wayne Billado,IND,2,False
Vermont,Bridgewater,Erynn Whitney,IND,2,False
Vermont,Bridgewater,Michael DeVost,IND,0,False
Vermont,Bridport,Phil Scott,REP,577,True
Vermont,Bridport,David Zuckerman,DEM,135,False
Vermont,Bridport, Write-ins,WRI,10,False
Vermont,Bridport,Kevin Hoyt,IND,5,False
Vermont,Bridport,Emily Peyton,TM,5,False
Vermont,Bridport,Michael DeVost,IND,4,False
Vermont,Bridport,Erynn Whitney,IND,3,False
Vermont,Bridport,Wayne Billado,IND,0,False
Vermont,Bridport,Charly Dickerson,UNA,0,False
Vermont,Brighton,Phil Scott,REP,409,True
Vermont,Brighton,David Zuckerman,DEM,98,False
Vermont,Brighton, Write-ins,WRI,12,False
Vermont,Brighton,Emily Peyton,TM,10,False
Vermont,Brighton,Michael DeVost,IND,9,False
Vermont,Brighton,Wayne Billado,IND,4,False
Vermont,Brighton,Charly Dickerson,UNA,4,False
Vermont,Brighton,Kevin Hoyt,IND,4,False
Vermont,Brighton,Erynn Whitney,IND,1,False
Vermont,Bristol,Phil Scott,REP,1542,True
Vermont,Bristol,David Zuckerman,DEM,625,False
Vermont,Bristol,Emily Peyton,TM,25,False
Vermont,Bristol,Erynn Whitney,IND,11,False
Vermont,Bristol,Kevin Hoyt,IND,10,False
Vermont,Bristol,Wayne Billado,IND,9,False
Vermont,Bristol, Write-ins,WRI,7,False
Vermont,Bristol,Charly Dickerson,UNA,5,False
Vermont,Bristol,Michael DeVost,IND,2,False
Vermont,Albany,Phil Scott,REP,393,True
Vermont,Albany,David Zuckerman,DEM,106,False
Vermont,Albany,Kevin Hoyt,IND,12,False
Vermont,Albany,Emily Peyton,TM,9,False
Vermont,Albany, Write-ins,WRI,7,False
Vermont,Albany,Michael DeVost,IND,5,False
Vermont,Albany,Wayne Billado,IND,3,False
Vermont,Albany,Erynn Whitney,IND,1,False
Vermont,Albany,Charly Dickerson,UNA,0,False
Vermont,Brookfield,Phil Scott,REP,604,True
Vermont,Brookfield,David Zuckerman,DEM,203,False
Vermont,Brookfield, Write-ins,WRI,11,False
Vermont,Brookfield,Kevin Hoyt,IND,9,False
Vermont,Brookfield,Emily Peyton,TM,8,False
Vermont,Brookfield,Erynn Whitney,IND,4,False
Vermont,Brookfield,Michael DeVost,IND,2,False
Vermont,Brookfield,Charly Dickerson,UNA,2,False
Vermont,Brookfield,Wayne Billado,IND,1,False
Vermont,Brookline,Phil Scott,REP,189,True
Vermont,Brookline,David Zuckerman,DEM,127,False
Vermont,Brookline,Kevin Hoyt,IND,5,False
Vermont,Brookline,Wayne Billado,IND,4,False
Vermont,Brookline,Emily Peyton,TM,2,False
Vermont,Brookline,Erynn Whitney,IND,2,False
Vermont,Brookline,Michael DeVost,IND,0,False
Vermont,Brookline,Charly Dickerson,UNA,0,False
Vermont,Brookline, Write-ins,WRI,0,False
Vermont,Brownington,Phil Scott,REP,360,True
Vermont,Brownington,David Zuckerman,DEM,75,False
Vermont,Brownington,Emily Peyton,TM,12,False
Vermont,Brownington,Michael DeVost,IND,11,False
Vermont,Brownington, Write-ins,WRI,11,False
Vermont,Brownington,Kevin Hoyt,IND,5,False
Vermont,Brownington,Charly Dickerson,UNA,2,False
Vermont,Brownington,Wayne Billado,IND,1,False
Vermont,Brownington,Erynn Whitney,IND,0,False
Vermont,Brunswick,Phil Scott,REP,59,True
Vermont,Brunswick,David Zuckerman,DEM,6,False
Vermont,Brunswick,Wayne Billado,IND,0,False
Vermont,Brunswick,Michael DeVost,IND,0,False
Vermont,Brunswick,Charly Dickerson,UNA,0,False
Vermont,Brunswick,Kevin Hoyt,IND,0,False
Vermont,Brunswick,Emily Peyton,TM,0,False
Vermont,Brunswick,Erynn Whitney,IND,0,False
Vermont,Brunswick, Write-ins,WRI,0,False
Vermont,Burke,Phil Scott,REP,695,True
Vermont,Burke,David Zuckerman,DEM,181,False
Vermont,Burke, Write-ins,WRI,9,False
Vermont,Burke,Charly Dickerson,UNA,6,False
Vermont,Burke,Michael DeVost,IND,5,False
Vermont,Burke,Emily Peyton,TM,5,False
Vermont,Burke,Kevin Hoyt,IND,3,False
Vermont,Burke,Wayne Billado,IND,2,False
Vermont,Burke,Erynn Whitney,IND,2,False
Vermont,Burlington,David Zuckerman,DEM,10600,True
Vermont,Burlington,Phil Scott,REP,10548,False
Vermont,Burlington,Emily Peyton,TM,177,False
Vermont,Burlington,Kevin Hoyt,IND,91,False
Vermont,Burlington,Wayne Billado,IND,87,False
Vermont,Burlington,Erynn Whitney,IND,83,False
Vermont,Burlington,Charly Dickerson,UNA,56,False
Vermont,Burlington, Write-ins,WRI,47,False
Vermont,Burlington,Michael DeVost,IND,32,False
Vermont,Cabot,Phil Scott,REP,658,True
Vermont,Cabot,David Zuckerman,DEM,202,False
Vermont,Cabot,Emily Peyton,TM,5,False
Vermont,Cabot,Kevin Hoyt,IND,3,False
Vermont,Cabot,Michael DeVost,IND,2,False
Vermont,Cabot,Erynn Whitney,IND,2,False
Vermont,Cabot,Wayne Billado,IND,1,False
Vermont,Cabot,Charly Dickerson,UNA,1,False
Vermont,Cabot, Write-ins,WRI,0,False
Vermont,Calais,Phil Scott,REP,663,True
Vermont,Calais,David Zuckerman,DEM,436,False
Vermont,Calais,Emily Peyton,TM,10,False
Vermont,Calais,Kevin Hoyt,IND,8,False
Vermont,Calais,Erynn Whitney,IND,5,False
Vermont,Calais, Write-ins,WRI,4,False
Vermont,Calais,Michael DeVost,IND,2,False
Vermont,Calais,Charly Dickerson,UNA,2,False
Vermont,Calais,Wayne Billado,IND,0,False
Vermont,Cambridge,Phil Scott,REP,1582,True
Vermont,Cambridge,David Zuckerman,DEM,540,False
Vermont,Cambridge,Emily Peyton,TM,16,False
Vermont,Cambridge,Wayne Billado,IND,10,False
Vermont,Cambridge,Kevin Hoyt,IND,10,False
Vermont,Cambridge, Write-ins,WRI,9,False
Vermont,Cambridge,Erynn Whitney,IND,7,False
Vermont,Cambridge,Charly Dickerson,UNA,6,False
Vermont,Cambridge,Michael DeVost,IND,4,False
Vermont,Canaan,Phil Scott,REP,375,True
Vermont,Canaan,David Zuckerman,DEM,84,False
Vermont,Canaan,Kevin Hoyt,IND,15,False
Vermont,Canaan,Michael DeVost,IND,7,False
Vermont,Canaan,Wayne Billado,IND,2,False
Vermont,Canaan,Emily Peyton,TM,2,False
Vermont,Canaan,Erynn Whitney,IND,2,False
Vermont,Canaan, Write-ins,WRI,1,False
Vermont,Canaan,Charly Dickerson,UNA,0,False
Vermont,Alburgh,Phil Scott,REP,817,True
Vermont,Alburgh,David Zuckerman,DEM,195,False
Vermont,Alburgh,Wayne Billado,IND,22,False
Vermont,Alburgh,Emily Peyton,TM,12,False
Vermont,Alburgh,Kevin Hoyt,IND,10,False
Vermont,Alburgh,Erynn Whitney,IND,4,False
Vermont,Alburgh,Michael DeVost,IND,3,False
Vermont,Alburgh,Charly Dickerson,UNA,3,False
Vermont,Alburgh, Write-ins,WRI,3,False
Vermont,Castleton,Phil Scott,REP,1584,True
Vermont,Castleton,David Zuckerman,DEM,411,False
Vermont,Castleton,Kevin Hoyt,IND,44,False
Vermont,Castleton, Write-ins,WRI,26,False
Vermont,Castleton,Emily Peyton,TM,23,False
Vermont,Castleton,Charly Dickerson,UNA,16,False
Vermont,Castleton,Wayne Billado,IND,12,False
Vermont,Castleton,Erynn Whitney,IND,7,False
Vermont,Castleton,Michael DeVost,IND,6,False
Vermont,Cavendish,Phil Scott,REP,565,True
Vermont,Cavendish,David Zuckerman,DEM,177,False
Vermont,Cavendish,Emily Peyton,TM,17,False
Vermont,Cavendish,Kevin Hoyt,IND,9,False
Vermont,Cavendish,Erynn Whitney,IND,7,False
Vermont,Cavendish, Write-ins,WRI,2,False
Vermont,Cavendish,Wayne Billado,IND,1,False
Vermont,Cavendish,Michael DeVost,IND,1,False
Vermont,Cavendish,Charly Dickerson,UNA,1,False
Vermont,Charleston,Phil Scott,REP,376,True
Vermont,Charleston,David Zuckerman,DEM,105,False
Vermont,Charleston,Michael DeVost,IND,14,False
Vermont,Charleston, Write-ins,WRI,12,False
Vermont,Charleston,Emily Peyton,TM,7,False
Vermont,Charleston,Kevin Hoyt,IND,4,False
Vermont,Charleston,Erynn Whitney,IND,3,False
Vermont,Charleston,Wayne Billado,IND,2,False
Vermont,Charleston,Charly Dickerson,UNA,1,False
Vermont,Charlotte,Phil Scott,REP,1979,True
Vermont,Charlotte,David Zuckerman,DEM,838,False
Vermont,Charlotte,Emily Peyton,TM,14,False
Vermont,Charlotte,Erynn Whitney,IND,5,False
Vermont,Charlotte,Kevin Hoyt,IND,4,False
Vermont,Charlotte,Michael DeVost,IND,3,False
Vermont,Charlotte, Write-ins,WRI,3,False
Vermont,Charlotte,Wayne Billado,IND,2,False
Vermont,Charlotte,Charly Dickerson,UNA,2,False
Vermont,Chelsea,Phil Scott,REP,552,True
Vermont,Chelsea,David Zuckerman,DEM,143,False
Vermont,Chelsea,Kevin Hoyt,IND,12,False
Vermont,Chelsea,Emily Peyton,TM,10,False
Vermont,Chelsea, Write-ins,WRI,6,False
Vermont,Chelsea,Wayne Billado,IND,4,False
Vermont,Chelsea,Erynn Whitney,IND,2,False
Vermont,Chelsea,Charly Dickerson,UNA,1,False
Vermont,Chelsea,Michael DeVost,IND,0,False
Vermont,Chester,Phil Scott,REP,1202,True
Vermont,Chester,David Zuckerman,DEM,428,False
Vermont,Chester,Emily Peyton,TM,50,False
Vermont,Chester,Kevin Hoyt,IND,32,False
Vermont,Chester,Erynn Whitney,IND,15,False
Vermont,Chester,Michael DeVost,IND,10,False
Vermont,Chester,Charly Dickerson,UNA,2,False
Vermont,Chester, Write-ins,WRI,2,False
Vermont,Chester,Wayne Billado,IND,1,False
Vermont,Chittenden,Phil Scott,REP,632,True
Vermont,Chittenden,David Zuckerman,DEM,179,False
Vermont,Chittenden,Kevin Hoyt,IND,11,False
Vermont,Chittenden,Emily Peyton,TM,7,False
Vermont,Chittenden, Write-ins,WRI,7,False
Vermont,Chittenden,Michael DeVost,IND,3,False
Vermont,Chittenden,Erynn Whitney,IND,3,False
Vermont,Chittenden,Wayne Billado,IND,2,False
Vermont,Chittenden,Charly Dickerson,UNA,0,False
Vermont,Clarendon,Phil Scott,REP,1143,True
Vermont,Clarendon,David Zuckerman,DEM,235,False
Vermont,Clarendon,Kevin Hoyt,IND,29,False
Vermont,Clarendon, Write-ins,WRI,11,False
Vermont,Clarendon,Charly Dickerson,UNA,8,False
Vermont,Clarendon,Wayne Billado,IND,6,False
Vermont,Clarendon,Michael DeVost,IND,6,False
Vermont,Clarendon,Emily Peyton,TM,6,False
Vermont,Clarendon,Erynn Whitney,IND,4,False
Vermont,Colchester,Phil Scott,REP,7187,True
Vermont,Colchester,David Zuckerman,DEM,2099,False
Vermont,Colchester,Emily Peyton,TM,57,False
Vermont,Colchester,Kevin Hoyt,IND,45,False
Vermont,Colchester,Wayne Billado,IND,32,False
Vermont,Colchester,Erynn Whitney,IND,29,False
Vermont,Colchester, Write-ins,WRI,24,False
Vermont,Colchester,Charly Dickerson,UNA,15,False
Vermont,Colchester,Michael DeVost,IND,11,False
Vermont,Concord,Phil Scott,REP,479,True
Vermont,Concord,David Zuckerman,DEM,100,False
Vermont,Concord,Kevin Hoyt,IND,13,False
Vermont,Concord,Michael DeVost,IND,11,False
Vermont,Concord,Emily Peyton,TM,10,False
Vermont,Concord,Charly Dickerson,UNA,5,False
Vermont,Concord, Write-ins,WRI,4,False
Vermont,Concord,Erynn Whitney,IND,3,False
Vermont,Concord,Wayne Billado,IND,2,False
Vermont,Andover,Phil Scott,REP,244,True
Vermont,Andover,David Zuckerman,DEM,93,False
Vermont,Andover,Kevin Hoyt,IND,10,False
Vermont,Andover,Emily Peyton,TM,4,False
