county,state_code,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,state,cases,deaths,dem_16_margin,dem_20_margin,dem_margin_shift,cases_rate,deaths_rate,men_percent,women_percent
Towner,ND,64.46789798,26.82497801,1137,733,305,70.64846416,27.04778157,1172,828,317,48.68565745,-99.24564265,2258,1143,1115,1.6,90.4,0,3.6,0.1,0,1677,54625,4309,36099,5401,12.4,15.6,41,14.2,23.9,11.5,9.5,66.4,7.7,0,16.6,0.8,8.5,14.9,993,58,16.1,24.2,1.7,3.7,North Dakota,128,6,-37.64291996,-43.60068259,-5.957762629,5.668733392,0.265721878,50.62001771,49.37998229
Towns,GA,79.94350282,17.93041927,6726,5377,1206,80.01002632,19.42599323,7979,6384,1550,34.91369188,-83.7410746,11173,5272,5901,1.5,95,1,0.3,0.2,0,9532,41182,2699,22301,1424,14.7,22.6,30.3,24.8,26.5,9.2,9.2,79.8,9.8,0,3,2,5.4,19,3955,75.1,15,9.7,0.2,6.8,Georgia,468,13,-62.01308356,-60.58403309,1.429050469,4.188669113,0.11635192,47.18517856,52.81482144
Traill,ND,58.56625259,32.06521739,3864,2263,1239,60.97678917,36.09767892,4136,2522,1493,47.45367788,-97.16323288,8050,4091,3959,3.4,92.7,1,1,0.2,0.2,6165,60952,2707,31774,2397,6.9,4.4,35.8,16,17.8,16.8,13.5,77.4,11.5,0.1,4.3,1.3,5.3,21.2,4187,71.7,19.3,8.6,0.3,2.9,North Dakota,397,5,-26.5010352,-24.87911025,1.621924945,4.931677019,0.062111801,50.81987578,49.18012422
Transylvania,NC,59.86811927,37.3853211,17440,10441,6520,57.16683948,41.53952501,20253,11578,8413,35.20383864,-82.79638423,33291,16018,17273,3.2,89.4,4,0.4,0.6,0,27159,44559,3059,26037,1559,15.5,29.3,29.9,21.9,24.5,12.3,11.4,79.8,9.8,0.3,2.1,0.8,7.1,26.1,13342,73.2,13.2,13.7,0,6.8,North Carolina,441,9,-22.48279817,-15.62731447,6.855483693,1.324682347,0.027034334,48.11510618,51.88489382
Traverse,MN,58.62646566,35.23171413,1791,1050,631,62.92918455,35.51502146,1864,1173,662,45.77298854,-96.47062949,3357,1663,1694,2.5,90.6,0.6,4,0.3,0,2639,48889,5241,30234,2011,10.9,11.8,36.2,20.4,20.2,14,9.3,70.8,15.1,0.6,4.2,1.4,7.9,16.8,1640,67.2,15.5,17,0.2,3.2,Minnesota,63,0,-23.39475154,-27.41416309,-4.019411555,1.876675603,0,49.53827822,50.46172178
Travis,TX,27.40475362,66.26328887,462511,126750,306475,26.4294238,71.41119342,605034,159907,432062,30.33432034,-97.7853562,1176584,593319,583265,33.9,49.3,7.9,0.2,6.3,0,783460,68350,751,38820,418,13.9,18.8,47.4,15.8,22.1,8.1,6.6,74.5,9.7,3.2,1.9,2.3,8.4,25.3,645807,77.7,14.9,7.3,0.1,4.5,Texas,32451,456,38.85853526,44.98176962,6.123234363,2.758069122,0.038756264,50.42725381,49.57274619
Treasure,MT,79.18552036,13.34841629,442,350,59,81.08695652,16.95652174,460,373,78,46.2097322,-107.2666516,790,377,413,2.4,94.6,0,0,1.5,0,634,42454,5000,22880,3156,17,25.6,35.6,12.4,22.7,25,4.4,70.2,5,0,10.7,2.6,11.5,17.6,388,66.8,19.1,10.3,3.9,0,Montana,24,1,-65.83710407,-64.13043478,1.70666929,3.037974684,0.126582278,47.72151899,52.27848101
Trego,KS,83.0020562,13.22823852,1459,1211,193,83.65564566,14.84716157,1603,1341,238,38.91467218,-99.87284448,2899,1465,1434,1.2,94.5,0.1,1.3,1.6,0,2317,55197,7814,33233,3397,4.8,2.7,29.1,13.2,26.2,15.9,15.6,75.3,11.8,0,6.6,1.3,5.1,20,1747,63.7,25.4,10.8,0.2,0.8,Kansas,117,3,-69.77381768,-68.80848409,0.965333591,4.035874439,0.10348396,50.53466713,49.46533287
Trempealeau,WI,54.26699065,41.56542228,13581,7370,5645,57.48892941,40.91560302,15356,8828,6283,44.30360275,-91.35893614,29510,14902,14608,7.6,90.4,0.5,0.3,0.5,0,21457,54009,1601,26654,620,9,11.4,29.3,15,18.7,12,25,80.3,9.3,0.2,3.3,1.4,5.4,22.3,15191,79.2,11.7,8.8,0.2,3.3,,0,0,-12.70156837,-16.57332639,-3.87175802,0,0,50.49813623,49.50186377
Treutlen,GA,66.96296296,31.85185185,2700,1808,860,68.28079298,30.93922652,3077,2101,952,32.40422134,-82.56904553,6752,3394,3358,2.1,68,29.6,0,0,0,5184,39375,5317,20775,3149,21,34.1,23.2,24.1,16.4,14.3,22,75.1,21,0,0,1.7,2.2,26.1,2663,73.1,20.4,6.5,0,5.6,Georgia,356,12,-35.11111111,-37.34156646,-2.23045535,5.272511848,0.177725118,50.26658768,49.73341232
Trigg,KY,73.06152706,23.52853966,6745,4928,1587,74.4,24.28474576,7375,5487,1791,36.80767017,-87.87333656,14286,7053,7233,2,88.3,8.8,0,0.4,0,11147,47259,5396,26224,1915,15.8,28.1,30.8,16.7,21.4,10.4,20.7,84,9,0,2.8,1,3.2,26.8,5709,75,19,5.9,0.2,10.4,Kentucky,271,0,-49.5329874,-50.11525424,-0.582266839,1.896962061,0,49.3700126,50.6299874
Trimble,KY,73.15205913,23.20485744,3788,2771,879,74.71636953,23.43134985,4319,3227,1012,38.61056487,-85.33775972,8697,4265,4432,2.9,94.5,0,0.3,0.1,0.3,6676,50998,5681,26542,2618,15.2,25.1,24.7,16.7,21.6,15.8,21.2,82.1,11.3,0,0.2,1.6,4.9,28.7,3856,79.7,13.3,6.3,0.6,10.5,Kentucky,105,0,-49.94720169,-51.28501968,-1.337817991,1.207312867,0,49.03989882,50.96010118
Trinity,CA,51.08142494,39.77947413,4716,2409,1876,49.32286555,46.77134446,5095,2513,2383,40.6491767,-123.114713,13037,6603,6434,7.2,82.8,0.8,4.3,1.1,0.9,10463,36563,5946,23575,1598,19.9,24.5,30.3,27.6,21.1,9.1,11.8,69.3,9.5,0.1,3.8,2.2,15.1,17.4,4800,46.3,30.8,16.9,6.1,9.6,California,35,0,-11.30195081,-2.551521099,8.750429707,0.268466672,0,50.64815525,49.35184475
Trinity,TX,79.18756269,19.29120695,5982,4737,1154,80.41222254,19.06889594,6938,5579,1323,31.0879489,-95.1367187,14481,6959,7522,9.3,79.1,9.5,0.3,0.4,0,11188,37398,3180,20369,1260,18.4,30,27.5,23,23.5,12.8,13.3,80.9,10.9,0.5,1.8,1,4.9,33.2,4946,69.3,20.8,9.2,0.6,10.2,Texas,210,8,-59.89635573,-61.34332661,-1.446970873,1.450176093,0.055244804,48.05607348,51.94392652
Tripp,SD,78.66920152,17.56653992,2630,2069,462,80.15578635,18.36053412,2696,2161,495,43.34459388,-99.8854891,5480,2781,2699,0.3,82.1,0,13.3,0,0,4216,48409,5198,27613,2659,19.7,29.1,42.6,13.7,16.9,16.1,10.7,76.8,8.8,1.3,4.7,0.5,7.9,15.4,2859,62.3,16.6,20.8,0.3,1.8,South Dakota,293,2,-61.1026616,-61.79525223,-0.692590629,5.346715328,0.03649635,50.74817518,49.25182482
Troup,GA,60.64823789,37.20776955,25793,15643,9597,60.36794305,38.54086962,30059,18146,11585,33.03349196,-85.02812115,69433,33345,36088,3.7,57.3,35.1,0,1.9,0,50332,43597,2067,22091,878,21.3,29.2,28.6,16,21.3,8.7,25.4,84.8,9.7,0.2,1.3,2.3,1.7,23.2,29630,82,13.6,4.3,0.1,8.9,Georgia,3524,112,-23.44046834,-21.82707342,1.613394922,5.075396425,0.161306583,48.02471447,51.97528553
Trousdale,TN,66.80458307,30.01273074,3142,2099,943,73.41518416,25.33199699,3991,2930,1011,36.39026213,-86.16087954,8773,4654,4119,1.1,84.9,11.4,0.1,0.3,0,6814,41776,9150,22863,2711,13.3,14.8,25.2,20.9,25.4,10.5,17.9,78,15.9,0.1,1.1,0,4.9,29.2,3834,76.3,16.1,7.6,0,8.2,Tennessee,1809,10,-36.79185232,-48.08318717,-11.29133485,20.62008435,0.113986094,53.04912801,46.95087199
Trumbull,OH,51.18578125,44.78436959,94073,48152,42130,54.4767271,44.11767686,98677,53756,43534,41.31735028,-80.76109643,203341,99211,104130,1.7,87.4,8.2,0.2,0.5,0,160185,45380,778,25542,597,17.2,29.5,28,18.6,23.2,9.2,21,88.8,6.1,0.5,0.8,1,2.8,22.8,88092,82.8,11.7,5.3,0.1,5.9,Ohio,2649,138,-6.40141167,-10.35905023,-3.957638565,1.302737766,0.067866294,48.79045544,51.20954456
Tucker,WV,73.81639723,21.65127021,3464,2557,750,73.90738814,24.40166493,3844,2841,938,39.11240885,-79.57053576,7035,3534,3501,0.7,97.6,0.2,0,0.5,0,5782,43294,4259,22385,1462,15.3,25.7,30.5,24,15.5,14.8,15.2,80,12.8,0.1,2.6,0.2,4.3,28.9,2883,64.9,29.7,5.4,0,7.4,West Virginia,67,0,-52.16512702,-49.5057232,2.659403816,0.952380952,0,50.23454158,49.76545842
Tulare,CA,55.79015999,39.55898825,59817,33372,23663,52.8438093,45.03602462,142819,75471,64320,36.22026558,-118.8020203,458809,229488,229321,63.6,29.5,1.3,0.7,3.2,0.1,249667,44871,1286,18962,394,27.1,36.2,25,18.1,20.2,22.6,14.2,78,14.3,0.7,1.7,2.2,3.1,22.5,173820,77.1,15.9,6.7,0.2,10,California,17947,295,-16.23117174,-7.807784679,8.423387062,3.91164951,0.064296908,50.01819929,49.98180071
Tulsa,OK,58.39826085,35.55486155,246557,143985,87663,56.46285033,40.87176295,266678,150574,108996,36.11939621,-95.94013939,637123,310812,326311,12.1,63,9.8,4.4,3,0.1,440555,52017,462,29797,328,15.5,23.2,37.3,16.6,25.1,9.2,11.9,82.3,10,0.7,1.3,1.6,4,19.7,309735,84.7,9.7,5.4,0.2,5.9,Oklahoma,23153,218,-22.8433993,-15.59108738,7.252311916,3.63399218,0.034216313,48.78367285,51.21632715
Tunica,MS,24.25642506,74.4152469,3463,840,2577,26.10188895,72.26674299,3494,912,2525,34.64967704,-90.37481167,10276,4818,5458,0.7,19.5,78.5,0,0.9,0,7036,32052,3757,18486,3992,27,39.6,22.9,32.7,23.4,4.1,17,86.7,8.2,0.8,2,1.6,0.6,21.5,4213,80.3,17.1,2.4,0.2,10.2,Mississippi,546,17,50.15882183,46.16485404,-3.993967795,5.313351499,0.165434021,46.88594784,53.11405216
Tuolumne,CA,56.78061306,37.84839245,18693,10614,7075,58.02146211,39.59758551,29820,17302,11808,38.02644018,-119.9525093,53899,28029,25870,11.8,80.8,1.7,1.3,1.1,0.2,43977,54325,2700,31570,1699,13.6,13.8,32.8,25.6,21.2,11.7,8.7,80.3,8.5,0.6,2.4,1.7,6.5,27,20401,68.7,18.1,12.8,0.3,7.9,California,306,6,-18.93222062,-18.42387659,0.508344024,0.567728529,0.011131932,52.00282009,47.99717991
Turner,GA,61.7699115,36.66666667,3390,2094,1243,61.94620253,37.1835443,3792,2349,1410,31.71612656,-83.62069378,8036,3937,4099,4.6,54.7,39.5,0.2,0.4,0,5894,42622,2798,20302,1951,27.9,46,28.4,17.8,21.1,19.6,13,82.9,11.2,0.2,1,2.1,2.7,21.6,3191,71,25,4,0,6.5,Georgia,385,25,-25.10324484,-24.76265823,0.34058661,4.790940767,0.31110005,48.99203584,51.00796416
Turner,SD,70.77108434,23.15662651,4150,2937,961,72.33948989,25.04397537,4548,3290,1139,43.3109081,-97.14865776,8242,4140,4102,2.1,95.7,0.4,0.5,0,0,6269,54294,3638,27844,1069,10.6,12.8,34.6,18.8,18,13.8,14.8,77,9.8,0.1,4.8,2,6.3,25.4,4307,72.1,11.5,16.3,0.1,2.2,South Dakota,546,18,-47.61445783,-47.29551451,0.318943319,6.624605678,0.218393594,50.23052657,49.76947343
Tuscaloosa,AL,58.37984041,38.85298869,81708,47701,31746,56.77473262,41.79367201,89760,50961,37514,33.28726072,-87.52556818,204424,98725,105699,3.5,62.4,31.2,0.1,1.5,0,156404,50513,1043,24895,499,17.3,21.4,35.8,17.5,20.9,8.7,17.2,85.6,8.5,0.5,1.5,1,3.1,22.3,90941,77.4,18.5,4,0.1,6.7,Alabama,10919,145,-19.52685172,-14.98106061,4.54579111,5.341349352,0.070931006,48.2942316,51.7057684
Tuscarawas,OH,65.11923768,29.67222111,40088,26105,11895,68.99380624,29.55007596,42785,29519,12643,40.44214695,-81.47226262,92531,45562,46969,2.4,95,0.8,0.3,0.4,0,70324,49460,2069,25054,710,13.8,20.1,25.9,16.9,21.8,9.9,25.5,84.7,8.4,0.2,1.8,1.9,3,22.3,43425,86.4,8.5,4.8,0.3,4.9,Ohio,1650,43,-35.44701656,-39.44373028,-3.996713716,1.783186175,0.046470912,49.23971426,50.76028574
Tuscola,MI,66.6016745,28.64625148,26157,17421,7493,68.85912867,29.5406001,29495,20310,8713,43.46606813,-83.41897025,53569,26889,26680,3.2,93.7,1.1,0.3,0.3,0,41992,45495,1120,23573,627,15.9,24.2,26.1,19.7,21.5,13.4,19.3,80.1,13.6,0.1,2.2,1.1,3,29.1,22987,81.4,10.7,7.7,0.2,7.4,Michigan,783,37,-37.95542302,-39.31852856,-1.363105542,1.461666262,0.069069798,50.19507551,49.80492449
Twiggs,GA,50.18504811,48.60597089,4053,2034,1970,53.33033303,45.99459946,4444,2370,2044,32.67435595,-83.43078662,8323,4101,4222,0.4,54.9,42.6,0,0.1,0,6658,30629,3667,17485,1842,27.3,28.8,20.5,19.1,21.8,18.6,20,85,8.5,1.3,1.1,0.5,3.6,32.3,2591,76.3,16.9,6.8,0,6.3,Georgia,232,10,-1.579077227,-7.335733573,-5.756656347,2.787456446,0.120148985,49.27309864,50.72690136
Twin Falls,ID,66.0427053,21.45925438,31893,21063,6844,70.60250818,25.60250818,36680,25897,9391,42.35440512,-114.6685381,82248,40454,41794,15.6,80.2,0.6,0.8,1.6,0.1,55350,49118,2416,22723,705,14.4,17.7,29.6,18.3,22.8,13.1,16.2,82.5,9.9,0.2,2.2,1.6,3.5,17.4,38869,80.9,11.4,7.4,0.3,4.3,Idaho,4546,50,-44.58345091,-45,-0.416549086,5.527186071,0.060791752,49.18539053,50.81460947
Tyler,TX,82.83347973,15.59794203,7969,6601,1243,84.79103383,14.5595475,9547,8095,1390,30.77031716,-94.37690895,21456,11726,9730,7.3,79.6,10.8,0.1,0.3,0,17064,44396,4682,21172,1438,15.8,23.8,23.6,21,22.5,16.8,16.1,83.3,7.5,0,1,3.1,5,35.7,6746,77.7,17.9,4.2,0.2,9.5,Texas,276,4,-67.23553771,-70.23148633,-2.995948622,1.286353468,0.018642804,54.65137957,45.34862043
Tyler,WV,81.93869097,13.94642364,3621,2967,505,82.25395207,16.08873024,3922,3226,631,39.46811972,-80.88772676,8949,4454,4495,0.3,98,0.2,0.2,0.6,0,7117,40902,3370,24599,2643,16.4,22.4,26.7,18.6,23.7,14,16.9,85.8,6.8,0,4.5,0.6,2.3,28,3186,77.1,17.5,5.4,0,8.2,West Virginia,59,1,-67.99226733,-66.16522183,1.827045504,0.659291541,0.011174433,49.77092413,50.22907587
Tyrrell,NC,56.94117647,41.47058824,1700,968,705,57.5607064,41.77704194,1812,1043,757,35.87147226,-76.17055253,4090,2367,1723,7.6,53.2,35.5,0.8,0.4,0,3351,32411,8183,17736,2159,26.8,48.5,16.8,28.6,24.5,17,13.1,79.5,17.8,0,1.2,0,1.5,29.5,1555,66.6,25.7,7.7,0,8.5,North Carolina,132,3,-15.47058824,-15.78366446,-0.313076224,3.227383863,0.073349633,57.87286064,42.12713936
Uinta,WY,76.41872594,14.92611449,8053,6154,1202,79.72771751,16.9219315,9402,7496,1591,41.2878183,-110.5475782,20758,10593,10165,9.1,87.7,0.1,0.9,0.1,0,14235,54672,7803,27115,2401,14.9,20,30.4,19.4,18.1,16.1,16.1,77.4,14.9,3.3,1.1,1.3,2,19.9,9528,71.5,21.5,6.6,0.4,6.4,,0,0,-61.49261145,-62.805786,-1.313174554,0,0,51.03092784,48.96907216
Uintah,UT,76.64778984,7.770961145,12714,9745,988,86.70602606,10.8645494,14736,12777,1601,40.12491499,-109.5174415,36343,18454,17889,8.2,81.9,0.5,7.4,0.5,0.1,23623,67012,3914,25001,1494,11.6,12.8,28.6,12.9,24.5,17.4,16.7,79.9,12.1,0.8,2.2,1.2,3.8,19.1,15087,77,17.9,4.8,0.3,6.7,Utah,0,0,-68.87682869,-75.84147666,-6.964647963,0,0,50.77731613,49.22268387
Ulster,NY,42.73342495,51.87077035,77134,32962,40010,43.23586594,54.85727529,77667,33580,42606,41.89027881,-74.26252104,180129,89377,90752,9.8,79.8,5.2,0.1,2.1,0.1,141212,61652,1401,32453,717,13.2,15.9,39.6,18.3,23.6,9.4,9.2,78,7.6,2.4,4.1,1.4,6.4,28.2,86552,74,17.8,7.8,0.4,7.1,New York,2568,95,9.137345399,11.62140935,2.484063951,1.425644954,0.052739981,49.61832909,50.38167091
Umatilla,OR,64.23265431,28.58783887,26116,16775,7466,64.54408556,32.26589631,32539,21002,10499,45.59073056,-118.7353826,76736,40006,36730,26,67,0.8,2.4,0.8,0.2,51465,50071,1555,22153,832,17.8,25.8,26.6,18.7,21.3,15,18.5,82.9,9.8,0.4,2.9,1,3,18,32063,74.4,19.8,5.6,0.2,8.3,Oregon,3509,45,-35.64481544,-32.27818925,3.366626189,4.572821101,0.058642619,52.13459133,47.86540867
Unicoi,TN,79.06782026,17.58303098,7166,5666,1260,79.49119846,19.41162286,8294,6593,1610,36.10890856,-82.43709629,17830,8880,8950,4.4,93.7,0.5,0.1,0.5,0,14120,36576,3681,21374,1629,20.1,29.9,25.3,18.1,22.6,14,20,80.8,9.2,0.8,1.5,3.3,4.5,20.4,7017,77.9,15.9,6.1,0.1,10.8,Tennessee,525,7,-61.48478928,-60.0795756,1.405213686,2.944475603,0.039259675,49.80370163,50.19629837
Union,AR,62.07630986,34.48548652,16433,10201,5667,63.12545323,33.59318347,16548,10446,5559,33.16887091,-92.59746952,40022,19451,20571,3.8,61.1,32.7,0.8,0.5,0,29830,41106,2148,23463,1330,20.1,30.1,33.4,13.4,25,11.4,16.8,89.4,7.3,0.2,1,0.4,1.7,19,15544,79.8,15,5,0.2,8.3,Arkansas,1199,52,-27.59082334,-29.53226976,-1.941446417,2.995852281,0.129928539,48.60076958,51.39923042
Union,FL,80.22132443,17.81134727,5693,4567,1014,82.11486162,16.84530475,6251,5133,1053,30.04412971,-82.37497443,15300,9922,5378,5.4,69.9,21.9,0.7,0.5,0,12093,37460,6004,13485,1383,21.4,32.3,24.7,29.4,18.6,10,17.3,78.7,10.9,1.2,3.3,1.7,4.2,22.4,3800,61.3,32.9,5.5,0.2,9.8,Florida,1159,45,-62.40997716,-65.26955687,-2.859579706,7.575163399,0.294117647,64.8496732,35.1503268
Union,GA,81.80912036,16.29703464,12039,9849,1962,81.13776296,17.96434069,15592,12651,2801,34.82995757,-83.98967069,22262,10855,11407,3.1,94.2,0.8,0.4,0.7,0,18352,42767,6036,26755,2811,12.8,25.2,31.5,18.4,23.2,17.4,9.6,82.7,8.8,0,1.4,1.1,6,22.4,7998,73.8,16.7,9.5,0,5.5,Georgia,2362,29,-65.51208572,-63.17342227,2.338663454,10.61000809,0.130266822,48.76021921,51.23978079
Union,IA,61.04368932,33.28710125,5768,3521,1920,64.98136445,33.39815265,6171,4010,2061,41.0277278,-94.24234847,12497,6061,6436,2.8,94.5,1.2,0.3,0.7,0.1,9500,47597,2912,25098,1265,13.8,16,27.4,18.1,19.7,6.2,28.7,79.9,10.3,0.4,4.7,0.7,3.9,17.5,6205,76.7,14.6,8.5,0.3,4.3,Iowa,299,6,-27.75658807,-31.5832118,-3.826623725,2.392574218,0.048011523,48.49963991,51.50036009
Union,IL,67.88818417,28.05966643,8514,5780,2389,69.21088129,28.94559353,8896,6157,2575,37.47119609,-89.25548938,17267,8712,8555,5,91.4,0.7,0,0.2,0,13300,46716,3562,24646,1729,16.8,19.7,31.1,20.7,17.6,13.2,17.4,82.3,9.6,0.6,0.5,1.8,5.1,24.6,7245,69.9,22.4,6.9,0.8,5.3,Illinois,835,25,-39.82851774,-40.26528777,-0.436770034,4.83581398,0.14478485,50.45462443,49.54537557
Union,IN,74.40657334,21.75897748,3286,2445,715,76.96934976,21.0827843,3491,2687,736,39.62550777,-84.92497066,7225,3658,3567,0,95.8,0.1,0,0.5,0,5542,45531,3293,22527,1603,8.2,7.4,21.8,24.1,23,12.1,19,82.5,11.6,0.1,1.5,1.6,2.7,23.6,3429,76.8,15.2,6.8,1.1,3.9,Indiana,137,0,-52.64759586,-55.88656545,-3.238969593,1.896193772,0,50.62975779,49.37024221
Union,KY,75.68829496,21.42972146,6211,4701,1331,75.50182482,23.25121655,6576,4965,1529,37.66166713,-87.94300009,14915,7760,7155,1.9,82.6,13.1,0.1,0.3,0,11788,42139,4009,21758,1118,22.9,25.8,22.4,18.3,17.8,20.5,21,78.7,7.9,0.6,11,1.3,0.5,20.3,6533,70.3,23.1,6.3,0.2,7.3,Kentucky,532,6,-54.2585735,-52.25060827,2.007965226,3.566878981,0.040227958,52.02815957,47.97184043
Union,MS,80.54334447,17.31141199,11374,9161,1969,82.37328237,16.30721631,10989,9052,1792,34.49162015,-89.00776006,28202,13727,14475,4.2,78.6,14.8,0,0.9,0.2,20535,40076,2995,19518,976,18.2,25.3,24.3,14.5,24.3,11.2,25.8,85.2,11.7,0,0.8,0.4,1.9,23.8,11565,80.3,12.3,7.4,0,8.3,Mississippi,1287,25,-63.23193248,-66.06606607,-2.834133588,4.563506134,0.088646195,48.67385292,51.32614708
Union,NC,63.9648249,32.86902969,103596,66265,34051,61.61652829,37.2264916,129475,79778,48199,34.98960527,-80.52955873,222095,109435,112660,10.9,73,11.4,0.3,2.4,0,149717,70858,1509,32754,721,9.4,12.7,39.3,15.1,24.1,9.1,12.5,82.3,8.1,0.4,1.1,0.9,7.2,29.5,106916,83.5,10.8,5.6,0.1,6.1,North Carolina,6163,65,-31.0957952,-24.39003669,6.705758518,2.774938652,0.029266755,49.27395934,50.72604066
Union,NJ,30.80520546,66.28165098,219385,67582,145412,30.5547938,68.06856767,200561,61281,136519,40.65835409,-74.30680092,557320,271607,285713,30.7,40.7,20.1,0.1,4.9,0,352205,73376,1330,38163,603,10.3,14.4,37.1,17.2,23.9,7.4,14.4,68.6,7.9,11.7,2.8,5.3,3.7,31.1,278003,82.8,12.9,4.1,0.1,7.4,New Jersey,21020,1373,35.47644552,37.51377386,2.037328346,3.771621331,0.246357568,48.73447929,51.26552071
Union,NM,71.53800825,18.73895109,1697,1214,318,77.58524315,21.40860816,1789,1388,383,36.48126404,-103.4709624,4216,2285,1931,41.3,52,1.3,2.2,0,0,3138,38240,2505,23180,3971,14.2,26.2,31.7,30.7,12.2,11.8,13.6,75.5,16,0.9,2,4.1,1.5,15.1,1535,67.4,27.1,5.5,0,2.5,New Mexico,46,2,-52.79905716,-56.17663499,-3.377577832,1.091081594,0.04743833,54.19829222,45.80170778
Union,OH,66.33626051,28.37975351,26533,17601,7530,64.6598453,33.45209818,32838,21233,10985,40.30016061,-83.37239023,54688,26167,28521,1.6,90.4,2.4,0.3,3.2,0.1,40072,78848,3468,33066,974,7.4,8.5,39.6,13.9,21.1,7.9,17.5,87,5.8,0.7,0.6,0.4,5.5,24.7,26776,81.3,12.9,5.7,0.1,2.8,Ohio,945,3,-37.95650699,-31.20774712,6.748759869,1.727984201,0.005485664,47.84779111,52.15220889
Union,OR,67.21219414,25.84035299,12465,8378,3221,68.94765173,28.4416633,14862,10247,4227,45.30915495,-118.0068979,25810,12738,13072,4.6,89.3,0.8,0.8,1,1.2,19516,46228,1934,26586,1564,17.4,22.1,28.3,21.6,24,12.3,13.9,76,9.3,0.7,7.1,1.9,5,18,11256,71.6,18.7,9.4,0.3,6.5,Oregon,503,2,-41.37184116,-40.50598843,0.865852728,1.948857032,0.007748935,49.35296397,50.64703603
Union,PA,60.94827586,35.27586207,17400,10605,6138,61.47026596,36.74170734,20078,12342,7377,40.96188846,-77.05996014,45056,24776,20280,5.7,84.4,6.2,0.5,1.7,0,36264,53768,2069,25089,1224,10.2,12.7,34.9,20.7,18.8,10.4,15.2,73.9,10.1,0.1,5.8,2.7,7.3,22.5,18397,80.4,11.1,8,0.6,3.4,Pennsylvania,749,11,-25.67241379,-24.72855862,0.943855172,1.66237571,0.024414063,54.98934659,45.01065341
Union,SC,58.39331513,39.1081327,12087,7058,4727,61.72588067,37.22561666,13257,8183,4935,34.68835752,-81.61730349,27772,13346,14426,1.4,65.1,30.9,0.1,0,0,21679,37493,2181,21183,1149,19.3,29.8,23.7,15,20.9,11.3,29.1,87,10,0.2,0.5,0.8,1.4,27.5,11655,79.6,16.1,4,0.3,7.4,South Carolina,807,20,-19.28518243,-24.50026401,-5.215081584,2.905804407,0.072014979,48.05559556,51.94440444
Union,SD,66.9791007,28.20772641,7895,5288,2227,67.12591756,30.77357425,8855,5944,2725,42.83112163,-96.6557828,14929,7525,7404,3,92.8,0.7,0.6,1,0,11141,65434,3315,37093,2411,7.3,7.2,38.9,14.1,22.3,10.1,14.6,84.4,7.8,0.1,2.7,0.3,4.8,19.6,7933,82,9.8,7.6,0.6,2.1,South Dakota,820,12,-38.77137429,-36.35234331,2.419030979,5.492665282,0.080380468,50.40525152,49.59474848
Union,TN,80.98001289,16.27981947,6204,5024,1010,83.70800395,15.41501976,8096,6777,1248,36.28590426,-83.83651902,19176,9516,9660,1.5,96.6,0.4,0,0.1,0.2,14823,40132,3726,20478,1560,21.6,31.9,20.8,16.5,26.2,14.7,21.9,85.4,8.6,0,0.2,0.6,5.2,33.6,7240,78.7,11,9,1.2,7.2,Tennessee,568,4,-64.70019342,-68.29298419,-3.592790766,2.962035878,0.020859408,49.62453066,50.37546934
Union,LA,73.17789609,24.70167064,10894,7972,2691,75.05579859,23.69431301,11201,8407,2654,32.83121059,-92.3749373,22537,11212,11325,4.7,68.6,25.3,0.1,0.1,0.1,17172,38916,2593,20742,1205,22,37.7,25.1,18.2,19.6,18.6,18.6,85.6,8.4,0.7,1,1.8,2.5,31.9,8431,79,14.1,6.9,0,6.6,Louisiana,1131,53,-48.47622545,-51.36148558,-2.885260136,5.018414163,0.235168833,49.74930115,50.25069885
Upshur,TX,82.91242618,14.9390627,15918,13198,2378,83.68700265,15.22015915,18850,15775,2869,32.73706798,-94.93999853,40506,20035,20471,8.1,80.7,8.9,0.7,0.2,0,29790,48796,2647,24088,1297,13.8,20.3,29.1,15.6,25.2,13.1,17,83.5,10.3,0.2,0.7,1.3,4,27.8,16720,80.1,12.4,7.2,0.3,8.3,Texas,519,15,-67.97336349,-68.4668435,-0.493480013,1.28129166,0.037031551,49.46180813,50.53819187
Upshur,WV,75.93681917,19.20479303,9180,6971,1763,76.02974269,22.07220429,10221,7771,2256,38.89285061,-80.23689136,24604,12252,12352,1.2,96.3,1.3,0.2,0.2,0.1,19453,39434,3117,21279,1168,21.2,29.9,32.5,19.2,20.8,12.6,14.9,80.7,8.9,0.1,4.1,2.3,3.9,26.1,9824,78.6,16,5.3,0.1,8.1,West Virginia,284,4,-56.73202614,-53.9575384,2.774487742,1.154283856,0.016257519,49.79678101,50.20321899
